"replicate","posterior_draw_index","budget","selected_proposal","selected_reviewer","baseline_A_loss","current_A_loss","absolute_A_reduction","drawwise_percent_reduction"
48,342,1,"P020","R05",0.00290535780657153,0.0029052712944112,8.65121603239698e-08,0.0029776766265515
48,342,2,"P007","R03",0.00290535780657153,0.00290518459692961,1.73209641917554e-07,0.00596173185711507
48,342,3,"P038","R07",0.00290535780657153,0.00290509757132748,2.60235244042752e-07,0.00895708072355616
48,342,4,"P018","R06",0.00290535780657153,0.00290501126623514,3.46540336386772e-07,0.0119276302424075
48,342,5,"P034","R05",0.00290535780657153,0.00290492456628594,4.33240285584169e-07,0.0149117704058425
48,342,6,"P017","R08",0.00290535780657153,0.002904838491742,5.19314829523602e-07,0.0178743846403009
49,1945,1,"P004","R05",0.100305992766367,0.100161017711449,0.000144975054918353,0.144532795020562
49,1945,2,"P010","R08",0.100305992766367,0.100017277622927,0.000288715143440227,0.287834391024574
49,1945,3,"P022","R08",0.100305992766367,0.0998736048134747,0.000432387952892632,0.431068913200181
49,1945,4,"P021","R03",0.100305992766367,0.0997294994724682,0.000576493293899166,0.574734647452156
49,1945,5,"P005","R08",0.100305992766367,0.0995848622823166,0.000721130484050814,0.718930608393927
49,1945,6,"P029","R07",0.100305992766367,0.0994392768005759,0.000866715965791465,0.864071968072953
50,4194,1,"P034","R04",0.107700209438102,0.107541516725717,0.000158692712384806,0.147346707320946
50,4194,2,"P008","R09",0.107700209438102,0.107382829997585,0.000317379440517296,0.294687858243861
50,4194,3,"P033","R05",0.107700209438102,0.107224150482482,0.000476058955620057,0.442022311844861
50,4194,4,"P013","R01",0.107700209438102,0.107065504265015,0.000634705173087169,0.58932584848124
50,4194,5,"P007","R03",0.107700209438102,0.106906817561084,0.000793391877018129,0.736666976932955
50,4194,6,"P017","R07",0.107700209438102,0.106748108949225,0.0009521004888772,0.884028446968243
51,712,1,"P018","R02",0.000726080516628867,0.00072607363983368,6.87679518635454e-09,0.00094711192889226
51,712,2,"P028","R05",0.000726080516628867,0.000726066763812034,1.37528168320808e-08,0.00189411732130399
51,712,3,"P023","R02",0.000726080516628867,0.000726059886761018,2.06298678490568e-08,0.0028412644846662
51,712,4,"P001","R08",0.000726080516628867,0.000726053011257648,2.75053712188228e-08,0.00378819849712095
51,712,5,"P012","R05",0.000726080516628867,0.000726046134978386,3.43816504804178e-08,0.00473523936987719
51,712,6,"P029","R02",0.000726080516628867,0.000726039257671251,4.12589576159793e-08,0.00568242180736943
52,1284,1,"P017","R04",0.0094157698376019,0.00941457848170579,1.19135589611748e-06,0.0126527720692555
52,1284,2,"P006","R08",0.0094157698376019,0.00941339148911574,2.37834848616433e-06,0.0252592037314505
52,1284,3,"P028","R03",0.0094157698376019,0.00941220013214178,3.56970546012275e-06,0.0379119872478947
52,1284,4,"P035","R07",0.0094157698376019,0.00941100616770975,4.76366989215181e-06,0.0505924632219458
52,1284,5,"P009","R01",0.0094157698376019,0.00940982081635463,5.94902124727119e-06,0.0631814641805894
52,1284,6,"P001","R01",0.0094157698376019,0.00940863387358721,7.13596401469285e-06,0.0757873667025649
53,3658,1,"P028","R08",0.167720051049391,0.167239472517503,0.000480578531888237,0.286536123070171
53,3658,2,"P032","R03",0.167720051049391,0.166758893829214,0.000961157220177367,0.573072339391502
53,3658,3,"P022","R04",0.167720051049391,0.166278315170222,0.00144173587916935,0.859608538244946
53,3658,4,"P042","R06",0.167720051049391,0.165797736616293,0.00192231443309773,1.14614467445615
53,3658,5,"P013","R01",0.167720051049391,0.165317158114118,0.00240289293527335,1.43268077981072
53,3658,6,"P033","R03",0.167720051049391,0.164836579403071,0.00288347164632,1.7192170097008
54,537,1,"P034","R04",0.129106714261992,0.128899339623337,0.000207374638654667,0.160622659975568
54,537,2,"P021","R01",0.129106714261992,0.128694810496998,0.000411903764993865,0.319041319693106
54,537,3,"P017","R05",0.129106714261992,0.128488254977907,0.000618459284084966,0.479029528108003
54,537,4,"P010","R01",0.129106714261992,0.12828307303585,0.000823641226141203,0.637953828233765
54,537,5,"P016","R06",0.129106714261992,0.128077083348632,0.00102963091335967,0.797503769842889
54,537,6,"P026","R07",0.129106714261992,0.127869148652397,0.0012375656095949,0.958560224128663
55,2128,1,"P029","R04",0.146440453663813,0.146149678401495,0.000290775262318216,0.198562115210156
55,2128,2,"P003","R03",0.146440453663813,0.14585961381906,0.000580839844752379,0.396638927441339
55,2128,3,"P019","R04",0.146440453663813,0.145570123279929,0.00087033038388426,0.594323741909664
55,2128,4,"P037","R05",0.146440453663813,0.145282171402483,0.00115828226132994,0.790957848293095
55,2128,5,"P023","R06",0.146440453663813,0.144995062609216,0.00144539105459673,0.987016236589212
55,2128,6,"P027","R08",0.146440453663813,0.144709648197674,0.00173080546613927,1.1819175800375
56,38,1,"P008","R09",0.0453470776403765,0.0453266379228597,2.04397175168763e-05,0.0450739465042771
56,38,2,"P023","R01",0.0453470776403765,0.045306323935012,4.07537053644866e-05,0.0898706322107071
56,38,3,"P017","R05",0.0453470776403765,0.0452859118433856,6.11657969909196e-05,0.134883657720996
56,38,4,"P033","R06",0.0453470776403765,0.0452655289766801,8.15486636963972e-05,0.179832236033193
56,38,5,"P022","R03",0.0453470776403765,0.0452450875895415,0.000101990050835055,0.224909864410411
56,38,6,"P005","R08",0.0453470776403765,0.0452247397130282,0.000122337927348337,0.269781281868997
57,2029,1,"P011","R06",0.230311915816857,0.229612678486686,0.000699237330170688,0.3036044955341
57,2029,2,"P034","R07",0.230311915816857,0.228906520172827,0.00140539564402919,0.610214039097639
57,2029,3,"P004","R02",0.230311915816857,0.228204369962576,0.00210754585428011,0.915083289027921
57,2029,4,"P010","R02",0.230311915816857,0.227501709923977,0.00281020589287917,1.22017390325294
57,2029,5,"P003","R02",0.230311915816857,0.22679496157819,0.00351695423866683,1.52703963500677
57,2029,6,"P005","R07",0.230311915816857,0.22608914266668,0.00422277315017627,1.83350181218336
58,3444,1,"P003","R01",0.0489014823841937,0.0488774926089534,2.39897752403045e-05,0.0490573579177606
58,3444,2,"P002","R07",0.0489014823841937,0.0488531347420845,4.83476421091894e-05,0.098867436633816
58,3444,3,"P034","R02",0.0489014823841937,0.048828767050286,7.27153339076733e-05,0.148697606621383
58,3444,4,"P028","R08",0.0489014823841937,0.0488047045536244,9.67778305693001e-05,0.197903674594088
58,3444,5,"P020","R05",0.0489014823841937,0.0487805133339655,0.00012096905022816,0.24737297180026
58,3444,6,"P021","R01",0.0489014823841937,0.0487564606930766,0.000145021691117103,0.296558885429572
59,1173,1,"P034","R09",0.173975889150768,0.173468181468772,0.000507707681995762,0.29182646197358
59,1173,2,"P009","R05",0.173975889150768,0.172962820665183,0.00101306848558438,0.582303956329523
59,1173,3,"P026","R04",0.173975889150768,0.17245485276581,0.00152103638495776,0.874279989245885
59,1173,4,"P025","R07",0.173975889150768,0.171946774660195,0.00202911449057241,1.16631936786021
59,1173,5,"P004","R09",0.173975889150768,0.171440435417999,0.00253545373276842,1.45735926118544
59,1173,6,"P019","R06",0.173975889150768,0.170935867669064,0.00304002148170338,1.74738091383967
60,553,1,"P014","R08",0.0354762370560313,0.0354627511887098,1.34858673215207e-05,0.0380138042831914
60,553,2,"P026","R02",0.0354762370560313,0.0354490219280129,2.72151280184263e-05,0.0767136829518943
60,553,3,"P021","R05",0.0354762370560313,0.0354354262879309,4.08107681003772e-05,0.115036913401837
60,553,4,"P032","R09",0.0354762370560313,0.0354217721526704,5.44649033609387e-05,0.153525029373653
60,553,5,"P025","R07",0.0354762370560313,0.03540806130518,6.8175750851239e-05,0.192173005112019
60,553,6,"P020","R04",0.0354762370560313,0.0353944069692243,8.18300868069971e-05,0.230661686801096
61,300,1,"P032","R03",0.0773781271482518,0.0773187201877038,5.94069605480418e-05,0.0767748751972527
61,300,2,"P001","R01",0.0773781271482518,0.0772593473779827,0.000118779770269153,0.153505615406765
61,300,3,"P020","R05",0.0773781271482518,0.0771999494844283,0.000178177663823498,0.230268772830493
61,300,4,"P009","R05",0.0773781271482518,0.0771405444290155,0.000237582719236296,0.307041185916921
61,300,5,"P005","R02",0.0773781271482518,0.0770811216542493,0.000297005494002481,0.383836498696119
61,300,6,"P021","R04",0.0773781271482518,0.0770217173731978,0.000356409775054051,0.460607911033038
62,292,1,"P008","R06",0.0123998646373958,0.0123980747000359,1.78993735997987e-06,0.014435136288357
62,292,2,"P034","R04",0.0123998646373958,0.0123962790503636,3.58558703227214e-06,0.0289163401143803
62,292,3,"P028","R05",0.0123998646373958,0.0123944862839737,5.37835342215645e-06,0.0433742914090874
62,292,4,"P017","R08",0.0123998646373958,0.0123926995390594,7.16509833640494e-06,0.0577836818863026
62,292,5,"P040","R04",0.0123998646373958,0.0123909013560023,8.96328139355501e-06,0.0722853164584016
62,292,6,"P039","R02",0.0123998646373958,0.0123891009613819,1.07636760139692e-05,0.0868047864128115
63,690,1,"P037","R09",0.0193160256182519,0.019311455906243,4.56971200888528e-06,0.0236576203573022
63,690,2,"P009","R06",0.0193160256182519,0.0193069006507894,9.12496746250172e-06,0.0472403984279221
63,690,3,"P025","R02",0.0193160256182519,0.0193023175665336,1.37080517183634e-05,0.0709672475553692
63,690,4,"P030","R01",0.0193160256182519,0.0192977801734453,1.82454448066603e-05,0.0944575512957489
63,690,5,"P023","R07",0.0193160256182519,0.0192931967905012,2.28288277507316e-05,0.118185946746521
63,690,6,"P032","R02",0.0193160256182519,0.0192886071068174,2.74185114345835e-05,0.141946961432249
64,4911,1,"P004","R06",0.0098101425533383,0.00980878847831947,1.3540750188213e-06,0.0138028067529001
64,4911,2,"P008","R09",0.0098101425533383,0.00980742471725613,2.71783608216461e-06,0.0277043485085725
64,4911,3,"P002","R03",0.0098101425533383,0.00980606049223193,4.08206110636376e-06,0.0416106196639791
64,4911,4,"P024","R07",0.0098101425533383,0.00980468977573685,5.45277760144458e-06,0.0555830618341938
64,4911,5,"P030","R02",0.0098101425533383,0.00980331931150387,6.8232418344305e-06,0.0695529325627243
64,4911,6,"P001","R04",0.0098101425533383,0.00980195581846735,8.18673487095085e-06,0.0834517421784558
65,4625,1,"P008","R09",0.106770152764777,0.106578561606474,0.000191591158303472,0.179442618880168
65,4625,2,"P020","R04",0.106770152764777,0.10638595326748,0.000384199497297247,0.359837920381801
65,4625,3,"P025","R01",0.106770152764777,0.106197153288733,0.000572999476044153,0.536666344672667
65,4625,4,"P040","R06",0.106770152764777,0.106006721689758,0.000763431075019153,0.715022930332457
65,4625,5,"P001","R03",0.106770152764777,0.105815011153134,0.000955141611643534,0.894577357913669
65,4625,6,"P007","R07",0.106770152764777,0.105622698864888,0.00114745389988921,1.07469538084968
66,3873,1,"P020","R02",0.265286974556674,0.264387732332443,0.000899242224230989,0.338969610450618
66,3873,2,"P041","R09",0.265286974556674,0.263489533638729,0.00179744091794481,0.677545861778005
66,3873,3,"P005","R05",0.265286974556674,0.262591141059071,0.00269583349760305,1.01619519846691
66,3873,4,"P034","R09",0.265286974556674,0.261692061877244,0.00359491267943035,1.3551033500374
66,3873,5,"P024","R01",0.265286974556674,0.260795426935463,0.00449154762121134,1.69309014463196
66,3873,6,"P027","R02",0.265286974556674,0.259896061337156,0.00539091321951851,2.03210626097545
67,4267,1,"P026","R06",0.0415142395553685,0.041492368946016,2.18706093524437e-05,0.0526821870921528
67,4267,2,"P002","R07",0.0415142395553685,0.0414702130372665,4.40265181019181e-05,0.10605160680638
67,4267,3,"P017","R01",0.0415142395553685,0.0414485659174208,6.56736379476344e-05,0.158195449684304
67,4267,4,"P039","R05",0.0415142395553685,0.0414266306844757,8.76088708927428e-05,0.211033302864423
67,4267,5,"P021","R08",0.0415142395553685,0.0414048673279041,0.000109372227464377,0.263457138167026
67,4267,6,"P027","R01",0.0415142395553685,0.0413831326612662,0.000131106894102256,0.315811864811823
68,2253,1,"P028","R03",0.240672677493252,0.239833594033513,0.000839083459739431,0.348640929447821
68,2253,2,"P013","R02",0.240672677493252,0.238994202101996,0.00167847539125554,0.697410029562912
68,2253,3,"P025","R02",0.240672677493252,0.238154755804109,0.00251792168914261,1.04620171901865
68,2253,4,"P011","R01",0.240672677493252,0.237316224395786,0.00335645309746624,1.39461326995057
68,2253,5,"P016","R08",0.240672677493252,0.236477515725509,0.00419516176774304,1.74309847359415
68,2253,6,"P041","R07",0.240672677493252,0.235638286991914,0.00503439050133789,2.09179976463221
69,3736,1,"P022","R02",0.0083998491372297,0.0083986909528174,1.15818441229383e-06,0.0137881573034513
69,3736,2,"P018","R09",0.0083998491372297,0.00839753701355863,2.31212367106728e-06,0.0275257761573303
69,3736,3,"P015","R02",0.0083998491372297,0.00839637677680431,3.47236042538487e-06,0.0413383665427362
69,3736,4,"P034","R04",0.0083998491372297,0.00839522281167032,4.62632555937696e-06,0.0550762934404646
69,3736,5,"P004","R05",0.0083998491372297,0.00839407150082202,5.7776364076733e-06,0.0687826211314408
69,3736,6,"P028","R05",0.0083998491372297,0.00839291783807168,6.93129915801428e-06,0.0825169481591458
70,3097,1,"P010","R06",0.205222256300783,0.204651571893276,0.000570684407507044,0.278081148601457
70,3097,2,"P023","R01",0.205222256300783,0.204084414888007,0.00113784141277593,0.554443476690097
70,3097,3,"P031","R06",0.205222256300783,0.203511131457573,0.00171112484321082,0.833791068305433
70,3097,4,"P036","R06",0.205222256300783,0.202937014501073,0.00228524179971065,1.11354481765433
70,3097,5,"P002","R01",0.205222256300783,0.202368821092178,0.00285343520860587,1.3904121609616
70,3097,6,"P014","R09",0.205222256300783,0.201796040629728,0.00342621567105539,1.66951466805519
71,3654,1,"P007","R03",0.120766910051635,0.120582302636858,0.000184607414777008,0.152862580236653
71,3654,2,"P021","R05",0.120766910051635,0.120397696526697,0.000369213524937781,0.305724080197067
71,3654,3,"P025","R01",0.120766910051635,0.120213093558342,0.000553816493293238,0.458582978612642
71,3654,4,"P040","R06",0.120766910051635,0.120028488203454,0.000738421848181015,0.611443853175754
71,3654,5,"P016","R06",0.120766910051635,0.11984388192859,0.000923028123045261,0.764305489517461
71,3654,6,"P004","R08",0.120766910051635,0.119659278032444,0.00110763201919148,0.917165156182187
72,2983,1,"P014","R01",0.152699082725283,0.152411988721377,0.000287094003906169,0.188012919778092
72,2983,2,"P034","R04",0.152699082725283,0.152121630750103,0.000577451975179971,0.378163355584034
72,2983,3,"P016","R06",0.152699082725283,0.151832905815532,0.000866176909751243,0.567244343772227
72,2983,4,"P029","R02",0.152699082725283,0.151541548543492,0.00115753418179076,0.758049204442998
72,2983,5,"P032","R09",0.152699082725283,0.151251256314981,0.00144782641030203,0.948156586445757
72,2983,6,"P022","R02",0.152699082725283,0.150960090479992,0.00173899224529084,1.13883607828831
73,2499,1,"P018","R04",0.106034178895532,0.105839115121418,0.000195063774114754,0.183963110901189
73,2499,2,"P017","R07",0.106034178895532,0.105644150408823,0.000390028486709257,0.367832797661896
73,2499,3,"P042","R06",0.106034178895532,0.105450712877346,0.000583466018186596,0.550262211924555
73,2499,4,"P001","R04",0.106034178895532,0.105255888452501,0.000778290443031085,0.733999594411795
73,2499,5,"P003","R02",0.106034178895532,0.105060384945557,0.000973793949975058,0.918377413885069
73,2499,6,"P005","R09",0.106034178895532,0.10486508690438,0.00116909199115216,1.1025614602099
74,1469,1,"P038","R09",0.019471040352971,0.0194663674335645,4.67291940649261e-06,0.0239993309128939
74,1469,2,"P001","R04",0.019471040352971,0.0194616945548827,9.3457980883116e-06,0.0479984526706892
74,1469,3,"P033","R01",0.019471040352971,0.0194570257162729,1.40146366981418e-05,0.071976825295847
74,1469,4,"P005","R03",0.019471040352971,0.0194523527448851,1.86876080859322e-05,0.0959764231759742
74,1469,5,"P039","R03",0.019471040352971,0.0194476788826186,2.33614703524058e-05,0.119980596459712
74,1469,6,"P002","R06",0.019471040352971,0.0194430079963153,2.80323566557612e-05,0.143969485695631
75,4200,1,"P001","R08",0.0855285795354511,0.0854332653064538,9.53142289973202e-05,0.111441379612546
75,4200,2,"P008","R07",0.0855285795354511,0.0853378638754705,0.000190715659980689,0.22298471577169
75,4200,3,"P005","R08",0.0855285795354511,0.0852425261205466,0.000286053414904536,0.334453601893351
75,4200,4,"P036","R06",0.0855285795354511,0.0851471926990275,0.000381386836423622,0.445917421398936
75,4200,5,"P002","R01",0.0855285795354511,0.085051894871256,0.000476684664195204,0.557339624701262
75,4200,6,"P019","R09",0.0855285795354511,0.0849565281662857,0.000572051369165452,0.668842359212034
76,1605,1,"P029","R05",0.023896474691163,0.0238896281849003,6.84650626262343e-06,0.0286506957662475
76,1605,2,"P040","R02",0.023896474691163,0.0238827811414901,1.36935496728927e-05,0.0573036393437422
76,1605,3,"P013","R03",0.023896474691163,0.0238759344600976,2.05402310653087e-05,0.0859550679787282
76,1605,4,"P042","R05",0.023896474691163,0.0238690877944671,2.73868966958503e-05,0.11460643065472
